"District
Number",District,"Campus
Number",Campus,Region,County,"School
Type","Grades
Served","Alternative
Education
Accountability",Charter,"Number of
Students","%
Economically
Disadvantaged","% EB/EL
Students","Overall
Rating","Overall
Score","Student
Achievement
Rating","Student
Achievement
Score","School
Progress
Rating","School
Progress
Score","Academic
Growth
Rating","Academic
Growth
Score","Relative
Performance
Rating","Relative
Performance
Score","Closing
the Gaps Rating","Closing
the Gaps Score","Support
Label","Public
Education
Grant","Distinction
ELA/Reading","Distinction
Mathematics","Distinction
Science","Distinction
Soc Studies","Distinction
Progress","Distinction
Closing the Gaps","Distinction
Postsecondary
Readiness","US Congress
District","US Congress
Election District","TX House
District","TX House
Election District","TX Senate
District","TX Senate
Election District","Campus Enrollment
Type"
057802,PEGASUS SCHOOL OF LIBERAL ARTS AND SCIENCES,057802001,PEGASUS CHARTER H S,REGION 10: RICHARDSON,DALLAS,Elem/Secondary,KG - 12,No,Yes,486,0.879,0.259,B,83,B,81,B,85,B,83,B,85,C,79,,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,30,30,108,114,23,23,OPEN ENROLLMENT CHARTER SCHOOL
057803,UPLIFT EDUCATION,,,REGION 10: RICHARDSON,DALLAS,District,,No,Yes,22183,0.729,0.329,B,86,B,86,B,89,B,89,A,92,B,80,,,,,,,,,Not Earned,,,,,,,
057803,UPLIFT EDUCATION,057803002,UPLIFT EDUCATION-NORTH HILLS PREP H S,REGION 10: RICHARDSON,DALLAS,High School,12-Sep,No,Yes,494,0.148,0.051,A,98,A,97,B,88,C,72,B,88,A,100,,,Earned,Earned,Earned,Earned,Not Earned,Earned,Earned,24,6,103,115,16,16,OPEN ENROLLMENT CHARTER SCHOOL
057803,UPLIFT EDUCATION,057803003,UPLIFT EDUCATION - UPLIFT GRAND PREPARATORY,REGION 10: RICHARDSON,DALLAS,Elementary,PK - 05,No,Yes,737,0.739,0.338,B,86,C,70,A,90,A,90,C,72,C,76,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,33,6,105,104,9,16,OPEN ENROLLMENT CHARTER SCHOOL
057803,UPLIFT EDUCATION,057803004,UPLIFT WILLIAMS PREPARATORY H S,REGION 10: RICHARDSON,DALLAS,High School,12-Sep,No,Yes,577,0.785,0.454,B,86,B,85,B,88,B,83,B,88,B,81,,,Earned,Earned,Earned,Not Earned,Not Earned,Earned,Not Earned,33,33,103,103,23,16,OPEN ENROLLMENT CHARTER SCHOOL
057803,UPLIFT EDUCATION,057803005,UPLIFT LUNA PREPARATORY H S,REGION 10: RICHARDSON,DALLAS,High School,12-Sep,No,Yes,546,0.786,0.364,B,87,B,89,A,91,B,82,A,91,C,77,,,Not Earned,Not Earned,Earned,Earned,Not Earned,Not Earned,Not Earned,30,30,108,114,23,23,OPEN ENROLLMENT CHARTER SCHOOL
057803,UPLIFT EDUCATION,057803006,UPLIFT HEIGHTS PREPARATORY H S,REGION 10: RICHARDSON,DALLAS,High School,12-Sep,No,Yes,547,0.795,0.265,B,84,B,81,B,88,C,73,B,88,C,73,,,Not Earned,Not Earned,Earned,Earned,Not Earned,Not Earned,Not Earned,30,30,100,100,23,23,OPEN ENROLLMENT CHARTER SCHOOL
057803,UPLIFT EDUCATION,057803007,UPLIFT HAMPTON PREPARATORY H S,REGION 10: RICHARDSON,DALLAS,High School,12-Sep,No,Yes,357,0.7,0.179,B,87,B,88,A,91,B,84,A,91,C,78,,,Earned,Earned,Not Earned,Earned,Earned,Not Earned,Earned,30,30,111,111,23,23,OPEN ENROLLMENT CHARTER SCHOOL
057803,UPLIFT EDUCATION,057803008,UPLIFT MIGHTY SCHOOL,REGION 10: RICHARDSON,DALLAS,Elementary,PK - 05,No,Yes,580,0.833,0.469,B,85,Not Rated: Senate Bill 1365,56,B,89,B,89,Not Rated: Senate Bill 1365,58,C,76,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,33,33,90,90,10,10,OPEN ENROLLMENT CHARTER SCHOOL
057803,UPLIFT EDUCATION,057803009,UPLIFT SUMMIT INTERNATIONAL H S,REGION 10: RICHARDSON,DALLAS,High School,12-Sep,No,Yes,464,0.657,0.164,B,89,A,90,A,92,C,78,A,92,B,83,,,Earned,Earned,Earned,Earned,Not Earned,Not Earned,Earned,6,25,93,92,9,9,OPEN ENROLLMENT CHARTER SCHOOL
057803,UPLIFT EDUCATION,057803010,UPLIFT ATLAS PREPARATORY - H S,REGION 10: RICHARDSON,DALLAS,High School,12-Sep,No,Yes,495,0.832,0.325,B,85,B,86,B,88,Not Rated: Senate Bill 1365,58,B,88,C,77,,,Not Earned,Not Earned,Not Earned,Earned,Not Earned,Not Earned,Not Earned,30,32,108,114,23,23,OPEN ENROLLMENT CHARTER SCHOOL
057803,UPLIFT EDUCATION,057803011,UPLIFT GRAND SECONDARY,REGION 10: RICHARDSON,DALLAS,Middle School,8-Jun,No,Yes,517,0.729,0.366,C,76,Not Rated: Senate Bill 1365,69,C,77,C,77,C,72,C,73,,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,33,6,105,104,9,16,OPEN ENROLLMENT CHARTER SCHOOL
057803,UPLIFT EDUCATION,057803012,UPLIFT LUNA SECONDARY SCHOOL,REGION 10: RICHARDSON,DALLAS,Middle School,8-Jun,No,Yes,527,0.759,0.298,B,82,Not Rated: Senate Bill 1365,69,B,84,B,84,C,75,C,77,,,Not Earned,Not Earned,Not Earned,Not Earned,Earned,Not Earned,Not Earned,30,30,108,114,23,23,OPEN ENROLLMENT CHARTER SCHOOL
057803,UPLIFT EDUCATION,057803013,UPLIFT INFINITY H S,REGION 10: RICHARDSON,DALLAS,High School,12-Sep,No,Yes,346,0.642,0.309,B,87,B,89,A,91,A,91,A,91,C,77,,,Earned,Earned,Earned,Earned,Earned,Not Earned,Earned,33,6,105,105,9,16,OPEN ENROLLMENT CHARTER SCHOOL
057803,UPLIFT EDUCATION,057803014,UPLIFT MIGHTY H S,REGION 10: RICHARDSON,DALLAS,High School,12-Sep,No,Yes,418,0.73,0.435,B,86,C,79,A,90,C,76,A,90,C,75,,,Not Earned,Not Earned,Earned,Not Earned,Not Earned,Not Earned,Not Earned,33,33,90,90,10,10,OPEN ENROLLMENT CHARTER SCHOOL
057803,UPLIFT EDUCATION,057803015,UPLIFT WISDOM SECONDARY,REGION 10: RICHARDSON,DALLAS,Middle School,8-Jun,No,Yes,397,0.7,0.305,C,79,Not Rated: Senate Bill 1365,62,B,81,B,81,Not Rated: Senate Bill 1365,60,C,73,,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,30,30,111,111,23,23,OPEN ENROLLMENT CHARTER SCHOOL
057803,UPLIFT EDUCATION,057803016,UPLIFT GRAND H S,REGION 10: RICHARDSON,DALLAS,High School,12-Sep,No,Yes,366,0.746,0.418,B,87,C,79,A,91,B,89,A,91,C,77,,,Earned,Earned,Earned,Earned,Earned,Not Earned,Earned,33,6,105,104,9,16,OPEN ENROLLMENT CHARTER SCHOOL
057803,UPLIFT EDUCATION,057803017,UPLIFT ASCEND,REGION 10: RICHARDSON,DALLAS,Elementary,PK - 05,No,Yes,883,0.794,0.316,C,76,Not Rated: Senate Bill 1365,59,B,80,B,80,Not Rated: Senate Bill 1365,60,Not Rated: Senate Bill 1365,68,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,33,33,95,95,10,10,OPEN ENROLLMENT CHARTER SCHOOL
057803,UPLIFT EDUCATION,057803018,UPLIFT ELEVATE PREPARATORY SCHOOL,REGION 10: RICHARDSON,DALLAS,Elementary,PK - 05,No,Yes,521,0.656,0.19,Not Rated: Senate Bill 1365,68,Not Rated: Senate Bill 1365,56,Not Rated: Senate Bill 1365,69,Not Rated: Senate Bill 1365,69,Not Rated: Senate Bill 1365,54,Not Rated: Senate Bill 1365,64,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,12,12,97,97,10,9,OPEN ENROLLMENT CHARTER SCHOOL
057803,UPLIFT EDUCATION,057803019,WISDOM H S,REGION 10: RICHARDSON,DALLAS,High School,11-Sep,No,Yes,291,0.828,0.34,B,82,Not Rated: Senate Bill 1365,69,B,86,B,86,C,76,C,74,,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,30,30,111,111,23,23,OPEN ENROLLMENT CHARTER SCHOOL
057803,UPLIFT EDUCATION,057803041,UPLIFT EDUCATION-NORTH HILLS PREP MIDDLE,REGION 10: RICHARDSON,DALLAS,Middle School,8-Jun,No,Yes,484,0.134,0.091,A,94,A,95,A,93,A,93,B,89,A,93,,,Earned,Earned,Not Earned,Earned,Earned,Not Earned,Earned,24,6,103,115,16,16,OPEN ENROLLMENT CHARTER SCHOOL
057803,UPLIFT EDUCATION,057803043,UPLIFT EDUCATION - INFINITY PREPARATORY MIDDLE SCH,REGION 10: RICHARDSON,DALLAS,Middle School,8-Jun,No,Yes,345,0.586,0.441,B,87,C,74,B,88,B,88,C,74,B,83,,,Not Earned,Not Earned,Not Earned,Not Earned,Earned,Not Earned,Not Earned,33,6,105,105,9,16,OPEN ENROLLMENT CHARTER SCHOOL
057803,UPLIFT EDUCATION,057803044,UPLIFT HAMPTON PREPARATORY MIDDLE,REGION 10: RICHARDSON,DALLAS,Middle School,8-Jun,No,Yes,455,0.738,0.138,B,80,Not Rated: Senate Bill 1365,64,B,83,B,83,Not Rated: Senate Bill 1365,66,C,74,Targeted Support,,Not Earned,Not Earned,Not Earned,Not Earned,Earned,Not Earned,Not Earned,30,30,111,111,23,23,OPEN ENROLLMENT CHARTER SCHOOL
057803,UPLIFT EDUCATION,057803045,UPLIFT WILLIAMS PREPARATORY MIDDLE,REGION 10: RICHARDSON,DALLAS,Middle School,8-Jun,No,Yes,518,0.859,0.593,B,89,C,79,A,92,A,92,A,90,B,82,,,Not Earned,Earned,Earned,Earned,Earned,Not Earned,Earned,33,33,103,103,23,16,OPEN ENROLLMENT CHARTER SCHOOL
057803,UPLIFT EDUCATION,057803046,UPLIFT HEIGHTS PREPARATORY MIDDLE,REGION 10: RICHARDSON,DALLAS,Middle School,8-Jun,No,Yes,525,0.823,0.364,C,77,Not Rated: Senate Bill 1365,59,C,79,C,79,Not Rated: Senate Bill 1365,66,C,72,,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,30,30,100,100,23,23,OPEN ENROLLMENT CHARTER SCHOOL
057803,UPLIFT EDUCATION,057803047,UPLIFT SUMMIT INTERNATIONAL MIDDLE,REGION 10: RICHARDSON,DALLAS,Middle School,8-Jun,No,Yes,516,0.69,0.298,C,77,Not Rated: Senate Bill 1365,69,C,79,C,79,C,70,C,73,,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,6,25,93,92,9,9,OPEN ENROLLMENT CHARTER SCHOOL
057803,UPLIFT EDUCATION,057803048,UPLIFT ATLAS PREPARATORY - MIDDLE,REGION 10: RICHARDSON,DALLAS,Middle School,8-Jun,No,Yes,425,0.864,0.386,C,77,Not Rated: Senate Bill 1365,69,C,79,C,79,C,79,C,73,,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,30,32,108,114,23,23,OPEN ENROLLMENT CHARTER SCHOOL
057803,UPLIFT EDUCATION,057803049,UPLIFT MIGHTY MIDDLE,REGION 10: RICHARDSON,DALLAS,Middle School,8-Jun,No,Yes,549,0.791,0.454,Not Rated: Senate Bill 1365,68,Not Rated: Senate Bill 1365,55,Not Rated: Senate Bill 1365,66,Not Rated: Senate Bill 1365,66,Not Rated: Senate Bill 1365,57,C,71,,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,33,33,90,90,10,10,OPEN ENROLLMENT CHARTER SCHOOL
057803,UPLIFT EDUCATION,057803050,UPLIFT ELEVATE PREPARATORY MIDDLE,REGION 10: RICHARDSON,DALLAS,Middle School,9-Jun,No,Yes,269,0.539,0.234,B,87,C,79,B,89,B,89,B,80,B,82,,,Not Earned,Not Earned,Not Earned,Not Earned,Earned,Not Earned,Not Earned,12,12,97,97,10,9,OPEN ENROLLMENT CHARTER SCHOOL
057803,UPLIFT EDUCATION,057803051,UPLIFT ASCEND MIDDLE,REGION 10: RICHARDSON,DALLAS,Middle School,9-Jun,No,Yes,617,0.763,0.368,C,75,Not Rated: Senate Bill 1365,69,C,75,Not Rated: Senate Bill 1365,69,C,75,C,74,,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,33,33,95,95,10,10,OPEN ENROLLMENT CHARTER SCHOOL
057803,UPLIFT EDUCATION,057803101,UPLIFT EDUCATIION-NORTH HILLS PREP PRI,REGION 10: RICHARDSON,DALLAS,Elementary,KG - 05,No,Yes,563,0.135,0.231,A,93,A,93,A,94,A,94,B,80,A,92,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,24,6,103,115,16,16,OPEN ENROLLMENT CHARTER SCHOOL
057803,UPLIFT EDUCATION,057803102,UPLIFT EDUCATION - INFINITY PREPARATORY PRI,REGION 10: RICHARDSON,DALLAS,Elementary,PK - 05,No,Yes,513,0.682,0.556,B,87,C,73,A,90,A,90,C,77,C,79,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,33,6,105,105,9,16,OPEN ENROLLMENT CHARTER SCHOOL
057803,UPLIFT EDUCATION,057803103,UPLIFT GRADUS PREPARATORY,REGION 10: RICHARDSON,DALLAS,Elementary,PK - 05,No,Yes,550,0.76,0.127,A,90,C,74,A,93,A,93,B,80,B,84,,,Earned,Not Earned,Not Earned,,Earned,Earned,Not Earned,30,30,111,111,23,23,OPEN ENROLLMENT CHARTER SCHOOL
057803,UPLIFT EDUCATION,057803104,UPLIFT HEIGHTS PREPARATORY PRI,REGION 10: RICHARDSON,DALLAS,Elementary,PK - 05,No,Yes,956,0.848,0.332,B,87,Not Rated: Senate Bill 1365,65,A,93,A,93,C,70,C,74,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,30,30,100,100,23,23,OPEN ENROLLMENT CHARTER SCHOOL
057803,UPLIFT EDUCATION,057803105,UPLIFT PINNACLE PREPARATORY PRI,REGION 10: RICHARDSON,DALLAS,Elementary,KG - 05,No,Yes,378,0.86,0.304,C,70,Not Rated: Senate Bill 1365,57,C,72,C,72,Not Rated: Senate Bill 1365,59,Not Rated: Senate Bill 1365,64,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,30,30,104,100,23,23,OPEN ENROLLMENT CHARTER SCHOOL
057803,UPLIFT EDUCATION,057803106,UPLIFT TRIUMPH PREPARATORY SCHOOL,REGION 10: RICHARDSON,DALLAS,Elementary,PK - 05,No,Yes,478,0.874,0.649,B,86,Not Rated: Senate Bill 1365,60,A,90,A,90,Not Rated: Senate Bill 1365,66,C,77,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,33,33,103,103,16,16,OPEN ENROLLMENT CHARTER SCHOOL
057803,UPLIFT EDUCATION,057803107,UPLIFT LUNA PREPARATORY PRI,REGION 10: RICHARDSON,DALLAS,Elementary,PK - 05,No,Yes,456,0.787,0.274,C,73,Not Rated: Senate Bill 1365,62,C,74,C,74,Not Rated: Senate Bill 1365,65,Not Rated: Senate Bill 1365,69,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,30,30,108,108,23,23,OPEN ENROLLMENT CHARTER SCHOOL
057803,UPLIFT EDUCATION,057803108,UPLIFT MERIDIAN SCHOOL,REGION 10: RICHARDSON,DALLAS,Elementary,PK - 05,No,Yes,522,0.83,0.326,B,85,Not Rated: Senate Bill 1365,56,B,89,B,89,Not Rated: Senate Bill 1365,56,C,76,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,33,33,90,90,10,10,OPEN ENROLLMENT CHARTER SCHOOL
057803,UPLIFT EDUCATION,057803109,UPLIFT SUMMIT INTERNATIONAL PRI,REGION 10: RICHARDSON,DALLAS,Elementary,PK - 05,No,Yes,657,0.764,0.4,B,87,C,72,A,91,A,91,C,79,C,76,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,6,25,93,92,9,9,OPEN ENROLLMENT CHARTER SCHOOL
057803,UPLIFT EDUCATION,057803110,UPLIFT ATLAS PREPARATORY - PRI,REGION 10: RICHARDSON,DALLAS,Elementary,PK - 05,No,Yes,660,0.894,0.491,C,77,Not Rated: Senate Bill 1365,59,C,79,C,79,Not Rated: Senate Bill 1365,63,C,73,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,30,30,108,114,23,23,OPEN ENROLLMENT CHARTER SCHOOL
057803,UPLIFT EDUCATION,057803111,UPLIFT HAMPTON PREPARATORY PRI,REGION 10: RICHARDSON,DALLAS,Elementary,PK - 05,No,Yes,585,0.768,0.116,B,82,Not Rated: Senate Bill 1365,65,B,86,B,86,Not Rated: Senate Bill 1365,69,C,74,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,30,30,111,111,23,23,OPEN ENROLLMENT CHARTER SCHOOL
057803,UPLIFT EDUCATION,057803112,UPLIFT WILLIAMS PREPARATORY PRI,REGION 10: RICHARDSON,DALLAS,Elementary,PK - 05,No,Yes,583,0.803,0.564,C,77,Not Rated: Senate Bill 1365,58,C,79,C,79,Not Rated: Senate Bill 1365,59,C,71,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,33,33,103,103,23,16,OPEN ENROLLMENT CHARTER SCHOOL
057803,UPLIFT EDUCATION,057803114,UPLIFT WHITE ROCK HILLS PREP,REGION 10: RICHARDSON,DALLAS,Elementary,PK - 05,No,Yes,636,0.797,0.25,B,87,C,70,A,92,A,92,C,74,C,76,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,30,32,100,100,23,23,OPEN ENROLLMENT CHARTER SCHOOL
057803,UPLIFT EDUCATION,057803115,UPLIFT CRESCENDO PREPARATORY PRI,REGION 10: RICHARDSON,DALLAS,Elementary,PK - 05,No,Yes,398,0.673,0.128,A,91,Not Rated: Senate Bill 1365,69,A,96,A,96,Not Rated: Senate Bill 1365,69,C,78,,,Not Earned,Earned,Not Earned,,Earned,Not Earned,Not Earned,33,33,95,95,9,9,OPEN ENROLLMENT CHARTER SCHOOL
057803,UPLIFT EDUCATION,057803116,WISDOM PRI,REGION 10: RICHARDSON,DALLAS,Elementary,PK - 05,No,Yes,482,0.88,0.284,B,80,Not Rated: Senate Bill 1365,67,B,83,B,83,C,73,C,74,,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,30,30,111,111,23,23,OPEN ENROLLMENT CHARTER SCHOOL
057804,TEXANS CAN ACADEMIES,,,REGION 10: RICHARDSON,DALLAS,District,,Yes,Yes,5037,0.921,0.314,B,84,C,79,B,88,B,88,Not Rated,.,Not Rated: Senate Bill 1365,62,,,,,,,,,,,,,,,,
057804,TEXANS CAN ACADEMIES,057804001,TEXANS CAN ACADEMY - DALLAS NORTH,REGION 10: RICHARDSON,DALLAS,High School,12-Sep,Yes,Yes,302,0.927,0.368,Not Rated: Senate Bill 1365,68,C,78,C,76,C,76,Not Rated,.,Not Rated: Senate Bill 1365,30,Comprehensive Identified,,,,,,,,,5,32,112,102,16,16,OPEN ENROLLMENT CHARTER SCHOOL
057804,TEXANS CAN ACADEMIES,057804002,TEXANS CAN ACADEMY - OAK CLIFF,REGION 10: RICHARDSON,DALLAS,High School,12-Sep,Yes,Yes,576,0.938,0.391,Not Rated: Senate Bill 1365,62,C,73,C,71,C,71,Not Rated,.,Not Rated: Senate Bill 1365,30,Comprehensive Identified,,,,,,,,,33,33,104,104,23,23,OPEN ENROLLMENT CHARTER SCHOOL
057804,TEXANS CAN ACADEMIES,057804003,TEXANS CAN ACADEMY - CARROLLTON-FARMERS BRANCH,REGION 10: RICHARDSON,DALLAS,High School,12-Sep,Yes,Yes,373,0.917,0.654,Not Rated: Senate Bill 1365,67,B,80,B,80,B,80,Not Rated,.,Not Rated: Senate Bill 1365,30,Comprehensive Reidentified,,,,,,,,,24,33,115,103,16,12,OPEN ENROLLMENT CHARTER SCHOOL
057804,TEXANS CAN ACADEMIES,057804004,TEXANS CAN ACADEMY - PLEASANT GROVE,REGION 10: RICHARDSON,DALLAS,High School,12-Sep,Yes,Yes,639,0.917,0.34,A,90,B,80,B,86,B,86,Not Rated,.,C,78,Comprehensive Reidentified,,,,,,,,,30,32,110,107,23,16,OPEN ENROLLMENT CHARTER SCHOOL
057804,TEXANS CAN ACADEMIES,057804005,TEXANS CAN ACADEMY - GRANT EAST,REGION 10: RICHARDSON,DALLAS,High School,12-Sep,Yes,Yes,312,0.901,0.154,B,82,C,75,B,85,B,85,Not Rated,.,C,70,Comprehensive Reidentified,,,,,,,,,30,30,110,110,23,23,OPEN ENROLLMENT CHARTER SCHOOL
057804,TEXANS CAN ACADEMIES,057804006,TEXANS CAN ACADEMY - AUSTIN,REGION 10: RICHARDSON,DALLAS,High School,12-Sep,Yes,Yes,344,0.866,0.43,B,83,C,75,B,84,B,84,Not Rated,.,C,70,Comprehensive Reidentified,,,,,,,,,25,35,46,46,14,14,OPEN ENROLLMENT CHARTER SCHOOL
057804,TEXANS CAN ACADEMIES,057804007,TEXANS CAN ACADEMY - FORT WORTH WESTCREEK,REGION 10: RICHARDSON,DALLAS,High School,12-Sep,Yes,Yes,350,0.94,0.154,B,86,C,79,B,89,B,89,Not Rated,.,Not Rated: Senate Bill 1365,63,Comprehensive Reidentified,,,,,,,,,12,12,97,90,10,10,OPEN ENROLLMENT CHARTER SCHOOL
057804,TEXANS CAN ACADEMIES,057804008,TEXANS CAN ACADEMY - FORT WORTH LANCASTER AVENUE,REGION 10: RICHARDSON,DALLAS,High School,12-Sep,Yes,Yes,475,0.905,0.272,Not Rated: Senate Bill 1365,69,C,76,B,80,B,80,Not Rated,.,Not Rated: Senate Bill 1365,30,Comprehensive Reidentified,,,,,,,,,12,12,99,99,12,9,OPEN ENROLLMENT CHARTER SCHOOL
057804,TEXANS CAN ACADEMIES,057804009,TEXANS CAN ACADEMY - HOUSTON NORTH,REGION 10: RICHARDSON,DALLAS,High School,12-Sep,Yes,Yes,376,0.936,0.207,B,83,C,77,B,83,B,83,Not Rated,.,C,70,Comprehensive Reidentified,,,,,,,,,18,29,148,145,6,6,OPEN ENROLLMENT CHARTER SCHOOL
057804,TEXANS CAN ACADEMIES,057804010,TEXANS CAN ACADEMY - HOUSTON HOBBY,REGION 10: RICHARDSON,DALLAS,High School,12-Sep,Yes,Yes,359,0.947,0.262,C,75,C,72,B,88,B,88,Not Rated,.,Not Rated: Senate Bill 1365,30,Comprehensive Reidentified,,,,,,,,,33,33,103,103,23,23,OPEN ENROLLMENT CHARTER SCHOOL
057804,TEXANS CAN ACADEMIES,057804011,TEXANS CAN ACADEMY - SAN ANTONIO,REGION 10: RICHARDSON,DALLAS,High School,12-Sep,Yes,Yes,308,0.929,0.123,Not Rated: Senate Bill 1365,69,C,78,C,77,C,77,Not Rated,.,Not Rated: Senate Bill 1365,30,Comprehensive Reidentified,,,,,,,,,20,20,117,117,19,19,OPEN ENROLLMENT CHARTER SCHOOL
057804,TEXANS CAN ACADEMIES,057804012,TEXANS CAN ACADEMY - HOUSTON SOUTHWEST,REGION 10: RICHARDSON,DALLAS,High School,12-Sep,Yes,Yes,390,0.921,0.326,B,83,C,77,B,80,B,80,Not Rated,.,C,70,Comprehensive Progress,,,,,,,,,9,9,131,131,13,13,OPEN ENROLLMENT CHARTER SCHOOL
057804,TEXANS CAN ACADEMIES,057804013,TEXANS CAN ACADEMY - GARLAND,REGION 10: RICHARDSON,DALLAS,High School,12-Sep,Yes,Yes,233,0.936,0.288,C,76,C,74,C,77,C,77,Not Rated,.,Not Rated: Senate Bill 1365,61,Comprehensive Progress,,,,,,,,,32,32,112,102,16,2,OPEN ENROLLMENT CHARTER SCHOOL
057805,LUMIN EDUCATION,,,REGION 10: RICHARDSON,DALLAS,District,,No,Yes,250,0.7,0.424,B,81,C,76,B,81,Not Rated,.,B,81,Not Rated,.,,,,,,,,,,,,,,,,
057805,LUMIN EDUCATION,057805101,LUMIN LINDSLEY PARK COMMUNITY SCHOOL,REGION 10: RICHARDSON,DALLAS,Elementary,PK - 03,No,Yes,250,0.7,0.424,B,81,C,76,B,81,Not Rated,.,B,81,Not Rated,.,Comprehensive Progress,,Earned,Not Earned,,,,,Not Earned,30,32,100,114,2,23,OPEN ENROLLMENT CHARTER SCHOOL
057806,ADVANTAGE ACADEMY,,,REGION 10: RICHARDSON,DALLAS,District,,No,Yes,1138,0.85,0.23,Not Rated: Senate Bill 1365,68,Not Rated: Senate Bill 1365,63,C,72,C,72,Not Rated: Senate Bill 1365,54,Not Rated: Senate Bill 1365,59,,,,,,,,,,,,,,,,
057806,ADVANTAGE ACADEMY,057806101,ADVANTAGE ACADEMY,REGION 10: RICHARDSON,DALLAS,Elem/Secondary,PK - 12,No,Yes,1138,0.85,0.23,Not Rated: Senate Bill 1365,68,Not Rated: Senate Bill 1365,63,C,72,C,72,Not Rated: Senate Bill 1365,54,Not Rated: Senate Bill 1365,59,,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,33,33,104,104,9,23,OPEN ENROLLMENT CHARTER SCHOOL
057807,LIFE SCHOOL,,,REGION 10: RICHARDSON,DALLAS,District,,No,Yes,5558,0.653,0.101,B,87,B,86,B,89,B,89,A,91,B,83,,,,,,,,,Not Earned,,,,,,,
057807,LIFE SCHOOL,057807001,LIFE SCHOOL OAK CLIFF,REGION 10: RICHARDSON,DALLAS,Elem/Secondary,KG - 12,No,Yes,1492,0.849,0.214,B,87,B,83,A,91,B,81,A,91,C,78,,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Earned,30,30,109,110,23,23,OPEN ENROLLMENT CHARTER SCHOOL
057807,LIFE SCHOOL,057807002,LIFE H S WAXAHACHIE,REGION 10: RICHARDSON,DALLAS,High School,12-Sep,No,Yes,986,0.44,0.048,B,86,B,88,B,85,B,83,B,85,B,82,,,Earned,Not Earned,Not Earned,Earned,Earned,Not Earned,Earned,6,6,10,10,22,2,OPEN ENROLLMENT CHARTER SCHOOL
057807,LIFE SCHOOL,057807041,LIFE MIDDLE WAXAHACHIE,REGION 10: RICHARDSON,DALLAS,Middle School,8-Jul,No,Yes,585,0.564,0.055,B,81,C,75,B,83,B,83,C,74,C,76,,,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,Not Earned,6,6,10,10,22,2,OPEN ENROLLMENT CHARTER SCHOOL
057807,LIFE SCHOOL,057807101,LIFE SCHOOL RED OAK,REGION 10: RICHARDSON,DALLAS,Elementary,KG - 06,No,Yes,1019,0.549,0.064,B,82,C,76,B,85,B,85,C,75,C,76,Targeted Support,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,6,6,10,10,22,22,OPEN ENROLLMENT CHARTER SCHOOL
057807,LIFE SCHOOL,057807102,LIFE SCHOOL LANCASTER,REGION 10: RICHARDSON,DALLAS,Elementary,KG - 06,No,Yes,452,0.788,0.086,B,84,Not Rated: Senate Bill 1365,65,B,88,B,88,Not Rated: Senate Bill 1365,69,C,76,Targeted Support,,Not Earned,Not Earned,Not Earned,,Not Earned,Not Earned,Not Earned,30,30,109,109,23,23,OPEN ENROLLMENT CHARTER SCHOOL
